   7.36336708       5.16458191E-02
   16.3444538       8.13025981E-02
   27.2969971      0.111657225    
   40.6537590      0.129480362    
   56.9424934      0.133708000    
   76.8068008      0.127632841    
   101.031570      0.115565918    
   130.573975      0.101109728    
   166.601288       8.65771398E-02
   210.537033       7.31335282E-02
   264.117218       6.12097383E-02
   329.458893       5.08684926E-02
   409.143921       4.20199670E-02
   506.320709       3.45193520E-02
   624.829041       2.82066073E-02
   769.351379       2.29238011E-02
   945.598145       1.85236055E-02
   1160.53320       1.48733770E-02
   1422.64917       1.18565224E-02
   1742.30273       9.37224738E-03
   2132.12402       7.33450800E-03
   2607.51611       5.67062199E-03
   3187.26245       4.31962265E-03
   3894.27026       3.23062926E-03
   4756.47510       2.36134953E-03
   5807.94385       1.67674804E-03
   7090.22314       1.14828313E-03
   8653.97852       7.56137306E-04
   10560.9961       5.27367520E-04
