   314.236877       19.3930721       19.3247490    
   942.712463       25.1774082       22.0042953    
   1571.18799       26.2648220       23.2502136    
   2199.66382       27.0623875       24.0708771    
   2828.13916       27.6980896       24.6838398    
   3456.61475       28.2299232       25.1732807    
   4085.09058       28.6889114       25.5807285    
   4713.56543       29.0934639       25.9297562    
   5342.04150       29.4552803       26.2350330    
   5970.51660       29.7821426       26.5063152    
   6598.99219       30.0793686       26.7504196    
   7227.46729       30.3506222       26.9723034    
   7855.94336       30.5983982       27.1756725    
   8484.41797       30.8242931       27.3633823    
   9112.89551       31.0291576       27.5376740    
   9741.37012       31.2131481       27.7003365    
   10369.8477       31.3756733       27.8528233    
   10998.3223       31.5151520       27.9963379    
   11626.7988       31.6283550       28.1318741    
   12255.2744       31.7081413       28.2602730    
