   181.871002       19.8145733       17.9909706    
   555.185181       25.0442715       20.7129307    
   948.147461       26.0545559       22.0183182    
   1361.79187       26.8095779       22.9013577    
   1797.20715       27.4237080       23.5780220    
   2255.53906       27.9490089       24.1320591    
   2737.99341       28.4134941       24.6048317    
   3245.84058       28.8338909       25.0198288    
   3780.41626       29.2209053       25.3916836    
   4343.12744       29.5816803       25.7301235    
   4935.45508       29.9210815       26.0419521    
   5558.95801       30.2423935       26.3321133    
   6215.27637       30.5476818       26.6043053    
   6906.13818       30.8379879       26.8613815    
   7633.36133       31.1133652       27.1055717    
   8398.85938       31.3727760       27.3386631    
   9204.64746       31.6138096       27.5621071    
   10052.8438       31.8320332       27.7770996    
   10945.6826       32.0194664       27.9846344    
   11885.5117       32.1597519       28.1855507    
