   1.00000000       322.712189       1.15314899E-02   6.99527311       1.00000000    
   1.00000000       322.792877       1.15372567E-02   6.94876242       2.00000000    
   1.00000000       321.985901       1.14796441E-02   7.41342402       3.00000000    
   1.00000000       321.180939       1.14223184E-02   7.87577200       4.00000000    
   1.00000000       320.377991       1.13652777E-02   8.33582115       5.00000000    
   1.00000000       319.577057       1.13085229E-02   8.79356480       6.00000000    
   1.00000000       318.778137       1.12520522E-02   9.24901772       7.00000000    
   1.00000000       317.981171       1.11958627E-02   9.70220184       8.00000000    
   1.00000000       317.186249       1.11399544E-02   10.1531172       9.00000000    
   1.00000000       316.393280       1.10843247E-02   10.6017866       10.0000000    
   1.00000000       315.602295       1.10289715E-02   11.0482254       11.0000000    
   1.00000000       314.813293       1.09738950E-02   11.4924335       12.0000000    
   1.00000000       314.825378       1.09747397E-02   11.4856215       13.0000000    
   1.00000000       314.836639       1.09755239E-02   11.4792967       14.0000000    
   1.00000000       314.847137       1.09762559E-02   11.4733925       15.0000000    
   1.00000000       314.856964       1.09769423E-02   11.4678564       16.0000000    
   1.00000000       314.866241       1.09775886E-02   11.4626436       17.0000000    
   1.00000000       314.079102       1.09227709E-02   11.9047632       18.0000000    
   1.00000000       314.087372       1.09233456E-02   11.9001293       19.0000000    
   1.00000000       314.095245       1.09238923E-02   11.8957195       20.0000000    
   1.00000000       314.102722       1.09244129E-02   11.8915205       21.0000000    
   1.00000000       314.109863       1.09249111E-02   11.8875027       22.0000000    
   1.00000000       314.116699       1.09253852E-02   11.8836794       23.0000000    
   1.00000000       314.123260       1.09258406E-02   11.8800058       24.0000000    
   1.00000000       314.129547       1.09262792E-02   11.8764677       25.0000000    
   1.00000000       314.135590       1.09266983E-02   11.8730879       26.0000000    
   1.00000000       314.141388       1.09271025E-02   11.8698282       27.0000000    
   1.00000000       314.147003       1.09274937E-02   11.8666735       28.0000000    
   1.00000000       314.152405       1.09278699E-02   11.8636389       29.0000000    
   1.00000000       314.157654       1.09282359E-02   11.8606863       30.0000000    
   1.00000000       314.162720       1.09285880E-02   11.8578472       31.0000000    
   1.00000000       314.167664       1.09289298E-02   11.8550911       32.0000000    
   1.00000000       314.172424       1.09292623E-02   11.8524094       33.0000000    
   1.00000000       314.177032       1.09295836E-02   11.8498182       34.0000000    
   1.00000000       314.181519       1.09298946E-02   11.8473091       35.0000000    
   1.00000000       314.185883       1.09301973E-02   11.8448677       36.0000000    
   1.00000000       314.190125       1.09304935E-02   11.8424788       37.0000000    
   1.00000000       314.194244       1.09307803E-02   11.8401661       38.0000000    
   1.00000000       314.198273       1.09310606E-02   11.8379049       39.0000000    
   1.00000000       314.202179       1.09313335E-02   11.8357038       40.0000000    
   1.00000000       314.206024       1.09315999E-02   11.8335552       41.0000000    
   1.00000000       314.209747       1.09318588E-02   11.8314676       42.0000000    
   1.00000000       314.213409       1.09321130E-02   11.8294172       43.0000000    
   1.00000000       314.216980       1.09323617E-02   11.8274117       44.0000000    
   1.00000000       314.220490       1.09326057E-02   11.8254433       45.0000000    
   1.00000000       314.223907       1.09328441E-02   11.8235207       46.0000000    
   1.00000000       314.227264       1.09330779E-02   11.8216352       47.0000000    
   1.00000000       314.230530       1.09333061E-02   11.8197947       48.0000000    
   1.00000000       314.233734       1.09335287E-02   11.8179998       49.0000000    
